BINOMIAL,AOH_name,is.migratory,excluded,Order_,F2019_Iucn_Red_List_Category,Model_prevalence,Point_prevalence,Number_of_Validation_Points,Point_validation
Telacanthura ussheri,Telacanthura_ussheri,no,no,CAPRIMULGIFORMES,LC,0.925025883970749,0.875,24,Yes
Tetraogallus altaicus,Tetraogallus_altaicus,no,no,GALLIFORMES,LC,0.523762720489369,0,0,No
Tetraogallus caspius,Tetraogallus_caspius,no,no,GALLIFORMES,LC,0.642664177170901,0,0,No
Tetraogallus caucasicus,Tetraogallus_caucasicus,no,no,GALLIFORMES,LC,0.152368196220532,0,0,No
Tetraophasis obscurus,Tetraophasis_obscurus,no,no,GALLIFORMES,LC,0.523725753501976,0,0,No
Tetraogallus tibetanus,Tetraogallus_tibetanus,no,no,GALLIFORMES,LC,0.832754193437153,0,0,No
Thalasseus bergii,Thalasseus_bergii,no,no,CHARADRIIFORMES,LC,0.0103475025326521,0,0,No
Thalurania watertonii,Thalurania_watertonii,no,no,CAPRIMULGIFORMES,EN,0.564163063341137,0,0,No
Bleda ugandae,Bleda_ugandae,no,no,PASSERIFORMES,LC,0.886664236625049,0,0,No
Thaumastura cora,Thaumastura_cora,no,no,CAPRIMULGIFORMES,LC,0.684259506379381,0.976190476190476,42,Yes
Poodytes punctatus,Poodytes_punctatus,no,no,PASSERIFORMES,LC,0.0985470670784239,0.571428571428571,98,Yes
Threnetes leucurus,Threnetes_leucurus,no,no,CAPRIMULGIFORMES,LC,0.895879265246544,0.923076923076923,13,Yes
Threnetes niger,Threnetes_niger,no,no,CAPRIMULGIFORMES,LC,0.931298372100879,0,0,No
Threnetes ruckeri,Threnetes_ruckeri,no,no,CAPRIMULGIFORMES,LC,0.686154539355722,0.957446808510638,47,Yes
Threskiornis bernieri,Threskiornis_bernieri,no,no,PELECANIFORMES,EN,0.648146751023145,0,0,No
Threskiornis moluccus,Threskiornis_moluccus,yes,no,PELECANIFORMES,LC,0.763055370629722,0,0,No
Threskiornis spinicollis,Threskiornis_spinicollis,yes,no,PELECANIFORMES,LC,0.326535878527448,0.575244299674267,1535,Yes
Tigriornis leucolopha,Tigriornis_leucolopha,no,no,PELECANIFORMES,LC,0.816961564080513,0,0,No
Trogon melanocephalus,Trogon_melanocephalus,no,no,TROGONIFORMES,LC,0.913684914035567,0.996632996632997,594,Yes
Tigrisoma lineatum,Tigrisoma_lineatum,no,no,PELECANIFORMES,LC,0.728428865063936,0.958646616541353,266,Yes
Topaza pyra,Topaza_pyra,no,no,CAPRIMULGIFORMES,LC,0.937834496011124,0,0,No
Touit batavicus,Touit_batavicus,no,no,PSITTACIFORMES,LC,0.939364068115914,1,20,Yes
Tinamus osgoodi,Tinamus_osgoodi,no,no,STRUTHIONIFORMES,VU,0.218355118613156,0,0,No
Trachyphonus margaritatus,Trachyphonus_margaritatus,no,no,PICIFORMES,LC,0.599973107689582,0,0,No
Trachyphonus usambiro,Trachyphonus_usambiro,no,no,PICIFORMES,LC,0.230105032344696,0,0,No
Trachyphonus vaillantii,Trachyphonus_vaillantii,no,no,PICIFORMES,LC,0.546315350888091,0.805084745762712,118,Yes
Trogon melanurus,Trogon_melanurus,no,no,TROGONIFORMES,LC,0.864855600696829,0.964285714285714,112,Yes
Tinamus tao,Tinamus_tao,no,no,STRUTHIONIFORMES,VU,0.784976450209136,0.973684210526316,38,Yes
Tinamotis pentlandii,Tinamotis_pentlandii,no,no,STRUTHIONIFORMES,LC,0.782226778169577,0,0,No
Tockus damarensis,Tockus_damarensis,no,no,BUCEROTIFORMES,LC,0.831576383673138,0,0,No
Tockus deckeni,Tockus_deckeni,no,no,BUCEROTIFORMES,LC,0.742939215069075,1,34,Yes
Tockus erythrorhynchus,Tockus_erythrorhynchus,no,no,BUCEROTIFORMES,LC,0.622009545740514,0.862745098039216,51,Yes
Tockus flavirostris,Tockus_flavirostris,no,no,BUCEROTIFORMES,LC,0.736706449878056,0,0,No
Todiramphus enigma,Todiramphus_enigma,no,no,CORACIIFORMES,NT,0.991377340490404,0,0,No
Todiramphus farquhari,Todiramphus_farquhari,no,no,CORACIIFORMES,NT,0.876838658142779,0,0,No
Todiramphus funebris,Todiramphus_funebris,no,no,CORACIIFORMES,VU,0.872677559556952,0,0,No
Todiramphus lazuli,Todiramphus_lazuli,no,no,CORACIIFORMES,NT,0.80847442566138,0,0,No
Todiramphus leucopygius,Todiramphus_leucopygius,no,no,CORACIIFORMES,LC,0.978436518247895,0,0,No
Treron fulvicollis,Treron_fulvicollis,no,no,COLUMBIFORMES,NT,0.842324792153117,0,0,No
Treron griseicauda,Treron_griseicauda,no,no,COLUMBIFORMES,LC,0.00317658257935949,0.0476190476190476,21,Yes
Todiramphus sanctus,Todiramphus_sanctus,yes,no,CORACIIFORMES,LC,0.920674689661012,0.999503722084367,2015,Yes
Todiramphus winchelli,Todiramphus_winchelli,no,no,CORACIIFORMES,VU,0.796600851181124,0,0,No
Todus angustirostris,Todus_angustirostris,no,no,CORACIIFORMES,LC,0.651665046286468,1,16,Yes
Treron seimundi,Treron_seimundi,no,no,COLUMBIFORMES,LC,0.824043476805727,0,0,No
Treron sieboldii,Treron_sieboldii,yes,no,COLUMBIFORMES,LC,0.717491435053162,0.981981981981982,111,Yes
Todus mexicanus,Todus_mexicanus,no,no,CORACIIFORMES,LC,0.774320420999401,1,89,Yes
Todus subulatus,Todus_subulatus,no,no,CORACIIFORMES,LC,0.940627725671114,0.98,50,Yes
Treron sphenurus,Treron_sphenurus,no,no,COLUMBIFORMES,LC,0.779741419650885,0.983050847457627,59,Yes
Turnix nigricollis,Turnix_nigricollis,no,no,CHARADRIIFORMES,LC,0.98652095204306,0,0,No
Trogon curucui,Trogon_curucui,no,no,TROGONIFORMES,LC,0.824144377418436,0.985294117647059,136,Yes
Todus todus,Todus_todus,no,no,CORACIIFORMES,LC,0.821298816774955,0.9375,16,Yes
Topaza pella,Topaza_pella,no,no,CAPRIMULGIFORMES,LC,0.809917478239481,1,12,Yes
Zosterops silvanus,Zosterops_silvanus,no,no,PASSERIFORMES,EN,0.026729238885551,0,0,No
Touit costaricensis,Touit_costaricensis,yes,no,PSITTACIFORMES,VU,0.88355035498306,0,0,No
Touit dilectissimus,Touit_dilectissimus,no,no,PSITTACIFORMES,LC,0.327431134157018,0,0,No
Touit melanonotus,Touit_melanonotus,no,no,PSITTACIFORMES,VU,0.805450201556047,0,0,No
Touit stictopterus,Touit_stictopterus,no,no,PSITTACIFORMES,VU,0.879824631988319,0,0,No
Touit surdus,Touit_surdus,no,no,PSITTACIFORMES,VU,0.565431070548326,0,0,No
Trachylaemus goffinii,Trachylaemus_goffinii,no,no,PICIFORMES,LC,0.97264162814817,0,0,No
Trachylaemus purpuratus,Trachylaemus_purpuratus,no,no,PICIFORMES,LC,0.892422588620296,0,0,No
Trachylaemus togoensis,Trachylaemus_togoensis,no,no,PICIFORMES,LC,0.982499735328586,0,0,No
Trachyphonus darnaudii,Trachyphonus_darnaudii,no,no,PICIFORMES,LC,0.826239530330673,0.954545454545455,22,Yes
Trachyphonus emini,Trachyphonus_emini,no,no,PICIFORMES,LC,0.801688039822551,0,0,No
Trachyphonus erythrocephalus,Trachyphonus_erythrocephalus,no,no,PICIFORMES,LC,0.693855269171375,0.875,16,Yes
Tragopan blythii,Tragopan_blythii,no,no,GALLIFORMES,VU,0.301028037547863,0,0,No
Tragopan caboti,Tragopan_caboti,no,no,GALLIFORMES,VU,0.235774582322826,0,0,No
Treron floris,Treron_floris,no,no,COLUMBIFORMES,VU,0.757882958694751,0,0,No
Treron formosae,Treron_formosae,no,no,COLUMBIFORMES,NT,0.703106572817601,1,10,Yes
Tragopan melanocephalus,Tragopan_melanocephalus,no,no,GALLIFORMES,VU,0.28631485173008,0,0,No
Tragopan satyra,Tragopan_satyra,no,no,GALLIFORMES,NT,0.403487590187018,1,13,Yes
Tragopan temminckii,Tragopan_temminckii,no,no,GALLIFORMES,LC,0.169919368184577,0,0,No
Treron affinis,Treron_affinis,no,no,COLUMBIFORMES,LC,0.595439370322962,0.993377483443709,151,Yes
Treron aromaticus,Treron_aromaticus,no,no,COLUMBIFORMES,NT,0.889263158495593,0,0,No
Treron australis,Treron_australis,no,no,COLUMBIFORMES,LC,0.431067390334894,0,0,No
Treron axillaris,Treron_axillaris,no,no,COLUMBIFORMES,LC,0.73345152554884,1,11,Yes
Treron bicinctus,Treron_bicinctus,no,no,COLUMBIFORMES,LC,0.927087148080648,1,49,Yes
Treron calvus,Treron_calvus,no,no,COLUMBIFORMES,LC,0.882790972191635,0.974576271186441,118,Yes
Treron capellei,Treron_capellei,no,no,COLUMBIFORMES,VU,0.91873674961372,0,0,No
Treron chloropterus,Treron_chloropterus,no,no,COLUMBIFORMES,NT,0.966497377745844,1,12,Yes
Treron curvirostra,Treron_curvirostra,no,no,COLUMBIFORMES,LC,0.76605935462923,0.975308641975309,81,Yes
Dacnis hartlaubi,Dacnis_hartlaubi,no,no,PASSERIFORMES,VU,0.766385597464612,0.96551724137931,29,Yes
Treron griveaudi,Treron_griveaudi,no,no,COLUMBIFORMES,EN,0.999629121440047,0,0,No
Treron olax,Treron_olax,no,no,COLUMBIFORMES,LC,0.959544025108414,1,13,Yes
Treron oxyurus,Treron_oxyurus,no,no,COLUMBIFORMES,NT,0.89245517940065,0,0,No
Tribonyx ventralis,Tribonyx_ventralis,no,no,GRUIFORMES,LC,0.0760673498817798,0.728070175438597,114,Yes
Treron pembaensis,Treron_pembaensis,no,no,COLUMBIFORMES,VU,0.896518883868738,0,0,No
Treron permagnus,Treron_permagnus,no,no,COLUMBIFORMES,LC,0.744003765015907,0,0,No
Treron phayrei,Treron_phayrei,no,no,COLUMBIFORMES,NT,0.566288306186805,1,14,Yes
Treron phoenicopterus,Treron_phoenicopterus,no,no,COLUMBIFORMES,LC,0.432868892816268,0.902755267423015,617,Yes
Treron pompadora,Treron_pompadora,no,no,COLUMBIFORMES,LC,0.749457039694332,1,40,Yes
Treron psittaceus,Treron_psittaceus,no,no,COLUMBIFORMES,EN,0.705715342396664,0,0,No
Treron sanctithomae,Treron_sanctithomae,no,no,COLUMBIFORMES,EN,0.94434500101634,0,0,No
Treron teysmannii,Treron_teysmannii,no,no,COLUMBIFORMES,NT,0.742158948398618,0,0,No
Treron vernans,Treron_vernans,no,no,COLUMBIFORMES,LC,0.824462688024313,0.86784140969163,227,Yes
Treron waalia,Treron_waalia,yes,no,COLUMBIFORMES,LC,0.988576499769241,0.958333333333333,24,Yes
Trichoglossus capistratus,Trichoglossus_capistratus,no,no,PSITTACIFORMES,LC,0.748772367697893,0,0,No
Trichoglossus euteles,Trichoglossus_euteles,no,no,PSITTACIFORMES,LC,0.862071901700865,0,0,No
Trichoglossus flavoviridis,Trichoglossus_flavoviridis,no,no,PSITTACIFORMES,LC,0.0945933184999659,0,0,No
Trichoglossus forsteni,Trichoglossus_forsteni,no,no,PSITTACIFORMES,VU,0.791948859256324,0,0,No
Trichoglossus johnstoniae,Trichoglossus_johnstoniae,no,no,PSITTACIFORMES,NT,0.619199088830187,0,0,No
Trichoglossus moluccanus,Trichoglossus_moluccanus,no,no,PSITTACIFORMES,LC,0.515002207419708,0.966493168510085,3074,Yes
Trichoglossus ornatus,Trichoglossus_ornatus,no,no,PSITTACIFORMES,LC,0.801393055653747,0,0,No
Trichoglossus rosenbergii,Trichoglossus_rosenbergii,no,no,PSITTACIFORMES,VU,0.984512016823709,0,0,No
Trichoglossus meyeri,Trichoglossus_meyeri,no,no,PSITTACIFORMES,LC,0.572139512748164,0,0,No
Tringa brevipes,Tringa_brevipes,yes,no,CHARADRIIFORMES,NT,0.665712099108684,0.924050632911392,158,Yes
Trichoglossus rubritorquis,Trichoglossus_rubritorquis,no,no,PSITTACIFORMES,LC,0.372939806119224,0.985915492957746,284,Yes
Trichoglossus weberi,Trichoglossus_weberi,no,no,PSITTACIFORMES,NT,0.0412183982027884,0,0,No
Tricholaema diademata,Tricholaema_diademata,no,no,PICIFORMES,LC,0.698387761592395,0.944444444444444,18,Yes
Tricholaema frontata,Tricholaema_frontata,no,no,PICIFORMES,LC,0.363934008805292,0,0,No
Tricholaema hirsuta,Tricholaema_hirsuta,no,no,PICIFORMES,LC,0.80299409763708,0,0,No
Tricholaema lacrymosa,Tricholaema_lacrymosa,no,no,PICIFORMES,LC,0.555978662948663,0.935483870967742,31,Yes
Tricholaema leucomelas,Tricholaema_leucomelas,no,no,PICIFORMES,LC,0.742195140201872,1,75,Yes
Tricholaema melanocephala,Tricholaema_melanocephala,no,no,PICIFORMES,LC,0.963033678028759,0.916666666666667,12,Yes
Triclaria malachitacea,Triclaria_malachitacea,no,no,PSITTACIFORMES,NT,0.813133042742196,0,0,No
Turdus simillimus,Turdus_simillimus,yes,no,PASSERIFORMES,LC,0.745449650875158,0.972972972972973,185,Yes
Dacnis lineata,Dacnis_lineata,no,no,PASSERIFORMES,LC,0.888078541637526,0.915492957746479,71,Yes
Dacnis venusta,Dacnis_venusta,no,no,PASSERIFORMES,LC,0.853960911907132,0.939252336448598,214,Yes
Tringa erythropus,Tringa_erythropus,yes,no,CHARADRIIFORMES,LC,0.519278360049424,0.963855421686747,249,Yes
Tringa flavipes,Tringa_flavipes,yes,no,CHARADRIIFORMES,LC,0.0494715461870057,0.227645788336933,2315,Yes
Tringa guttifer,Tringa_guttifer,yes,no,CHARADRIIFORMES,EN,0.648611332810125,0,0,No
Tringa glareola,Tringa_glareola,yes,no,CHARADRIIFORMES,LC,0.484741657735681,0.937046004842615,1652,Yes
Tringa semipalmata,Tringa_semipalmata,yes,no,CHARADRIIFORMES,LC,0.238121934992786,0.783458244111349,3736,Yes
Tringa solitaria,Tringa_solitaria,yes,no,CHARADRIIFORMES,LC,0.495151033201952,0.96056622851365,959,Yes
Setophaga flavescens,Setophaga_flavescens,no,no,PASSERIFORMES,NT,0.909206601332439,1,13,Yes
Setophaga petechia,Setophaga_petechia,yes,no,PASSERIFORMES,LC,0.624969590038162,0.917840570102751,24136,Yes
Tringa incana,Tringa_incana,yes,no,CHARADRIIFORMES,LC,0.0698660235054475,0.774869109947644,191,Yes
Tringa melanoleuca,Tringa_melanoleuca,yes,no,CHARADRIIFORMES,LC,0.247838587068366,0.831218974076117,3626,Yes
Tringa nebularia,Tringa_nebularia,yes,no,CHARADRIIFORMES,LC,0.560652918088089,0.96413874191652,1701,Yes
Trogon comptus,Trogon_comptus,no,no,TROGONIFORMES,LC,0.949567002203199,1,11,Yes
Trogon elegans,Trogon_elegans,no,no,TROGONIFORMES,LC,0.577887352508541,0.979166666666667,48,Yes
Trogon massena,Trogon_massena,no,no,TROGONIFORMES,LC,0.696460657760421,0.973529411764706,340,Yes
Tringa totanus,Tringa_totanus,yes,no,CHARADRIIFORMES,LC,0.219471802052253,0.636595125500182,2749,Yes
Urochroa leucura,Urochroa_leucura,no,no,CAPRIMULGIFORMES,LC,0.705638207444939,1,23,Yes
Trochilus polytmus,Trochilus_polytmus,no,no,CAPRIMULGIFORMES,LC,0.857194971659155,1,46,Yes
Trochilus scitulus,Trochilus_scitulus,no,no,CAPRIMULGIFORMES,LC,0.946785454716813,0,0,No
Trogon ambiguus,Trogon_ambiguus,yes,no,TROGONIFORMES,LC,0.773469157338139,0,0,No
Trogon aurantius,Trogon_aurantius,no,no,TROGONIFORMES,LC,0.365553463434853,0,0,No
Urocolius macrourus,Urocolius_macrourus,no,no,COLIIFORMES,LC,0.954561057146551,1,64,Yes
Urodynamis taitensis,Urodynamis_taitensis,yes,no,CUCULIFORMES,LC,0.80201473161728,0,0,No
Trogon bairdii,Trogon_bairdii,no,no,TROGONIFORMES,NT,0.520554708609599,0.974358974358974,39,Yes
Trogon chionurus,Trogon_chionurus,no,no,TROGONIFORMES,LC,0.779825291465227,1,32,Yes
Trogon citreolus,Trogon_citreolus,no,no,TROGONIFORMES,LC,0.742125220300263,0.945205479452055,73,Yes
Uroglaux dimorpha,Uroglaux_dimorpha,no,no,STRIGIFORMES,LC,0.925240411931166,0,0,No
Uropelia campestris,Uropelia_campestris,no,no,COLUMBIFORMES,LC,0.707334203463991,0,0,No
Trogon clathratus,Trogon_clathratus,no,no,TROGONIFORMES,LC,0.793086994873248,0,0,No
Trogon collaris,Trogon_collaris,no,no,TROGONIFORMES,LC,0.849122538847196,0.981873111782477,331,Yes
Trogon mesurus,Trogon_mesurus,no,no,TROGONIFORMES,LC,0.638366329742677,0.947368421052632,19,Yes
Trogon mexicanus,Trogon_mexicanus,no,no,TROGONIFORMES,LC,0.734598492479715,0.986486486486487,74,Yes
Trogon personatus,Trogon_personatus,no,no,TROGONIFORMES,LC,0.70448863484209,1,107,Yes
Trogon rufus,Trogon_rufus,no,no,TROGONIFORMES,LC,0.830690888588613,0.987261146496815,157,Yes
Trogon surrucura,Trogon_surrucura,no,no,TROGONIFORMES,LC,0.453242882119625,0.979020979020979,143,Yes
Trogon violaceus,Trogon_violaceus,no,no,TROGONIFORMES,LC,0.893872845261044,0.956521739130435,23,Yes
Trogon viridis,Trogon_viridis,no,no,TROGONIFORMES,LC,0.841871067213882,0.979166666666667,240,Yes
Trugon terrestris,Trugon_terrestris,no,no,COLUMBIFORMES,LC,0.820710384142462,0,0,No
Turacoena modesta,Turacoena_modesta,no,no,COLUMBIFORMES,NT,0.675354381751338,0.545454545454545,11,Yes
Turnix castanotus,Turnix_castanotus,no,no,CHARADRIIFORMES,LC,0.718073864738221,0,0,No
Turnix everetti,Turnix_everetti,no,no,CHARADRIIFORMES,VU,0.356432532929682,0,0,No
Turnix maculosus,Turnix_maculosus,no,no,CHARADRIIFORMES,LC,0.148606025208726,0,0,No
Turnix melanogaster,Turnix_melanogaster,no,no,CHARADRIIFORMES,NT,0.687473883689306,0,0,No
Turnix ocellatus,Turnix_ocellatus,no,no,CHARADRIIFORMES,LC,0.21722806177228,0,0,No
Turnix olivii,Turnix_olivii,no,no,CHARADRIIFORMES,EN,0.623259750091644,0,0,No
Turnix suscitator,Turnix_suscitator,no,no,CHARADRIIFORMES,LC,0.954946242355884,0.980769230769231,104,Yes
Turnix sylvaticus,Turnix_sylvaticus,no,no,CHARADRIIFORMES,LC,0.531023436271638,0.928571428571429,14,Yes
Turnix tanki,Turnix_tanki,yes,no,CHARADRIIFORMES,LC,0.940862137673786,0,0,No
Turnix varius,Turnix_varius,no,no,CHARADRIIFORMES,LC,0.734110614263822,0.666666666666667,18,Yes
Turnix velox,Turnix_velox,no,no,CHARADRIIFORMES,LC,0.772160518456737,0,0,No
Turnix worcesteri,Turnix_worcesteri,no,no,CHARADRIIFORMES,DD,0.217904917917065,0,0,No
Turtur abyssinicus,Turtur_abyssinicus,yes,no,COLUMBIFORMES,LC,0.780205876572417,1,37,Yes
Turtur afer,Turtur_afer,yes,no,COLUMBIFORMES,LC,0.972265026996758,1,75,Yes
Turtur chalcospilos,Turtur_chalcospilos,no,no,COLUMBIFORMES,LC,0.976313997182114,0.992452830188679,265,Yes
Turtur tympanistria,Turtur_tympanistria,no,no,COLUMBIFORMES,LC,0.695501210254959,0.963636363636364,55,Yes
Tympanuchus cupido,Tympanuchus_cupido,no,no,GALLIFORMES,VU,0.969366852503959,1,122,Yes
Tyto almae,Tyto_almae,no,no,STRIGIFORMES,DD,0.708299706485308,0,0,No
Tyto capensis,Tyto_capensis,no,no,STRIGIFORMES,LC,0.73743894770448,0,0,No
Tyto glaucops,Tyto_glaucops,no,no,STRIGIFORMES,LC,0.824347115078269,0,0,No
Tyto inexspectata,Tyto_inexspectata,no,no,STRIGIFORMES,VU,0.781614321004855,0,0,No
Tyto longimembris,Tyto_longimembris,no,no,STRIGIFORMES,LC,0.462916830509173,1,15,Yes
Tyto multipunctata,Tyto_multipunctata,no,no,STRIGIFORMES,LC,0.397993164301687,0,0,No
Tyto nigrobrunnea,Tyto_nigrobrunnea,no,no,STRIGIFORMES,VU,0.85740541612659,0,0,No
Upupa marginata,Upupa_marginata,no,no,BUCEROTIFORMES,LC,0.974983922636977,0,0,No
Uratelornis chimaera,Uratelornis_chimaera,no,no,CORACIIFORMES,VU,0.329048315781694,0,0,No
Uropsalis lyra,Uropsalis_lyra,no,no,CAPRIMULGIFORMES,LC,0.723292818861974,1,29,Yes
Uropsalis segmentata,Uropsalis_segmentata,no,no,CAPRIMULGIFORMES,LC,0.765798981786753,0,0,No
Urosticte benjamini,Urosticte_benjamini,no,no,CAPRIMULGIFORMES,LC,0.725125238605959,1,36,Yes
Urosticte ruficrissa,Urosticte_ruficrissa,no,no,CAPRIMULGIFORMES,LC,0.635794477677597,0,0,No
Urotriorchis macrourus,Urotriorchis_macrourus,no,no,ACCIPITRIFORMES,LC,0.861570743163118,0,0,No
Vanellus armatus,Vanellus_armatus,no,no,CHARADRIIFORMES,LC,0.279746982975284,0.835294117647059,425,Yes
Vanellus leucurus,Vanellus_leucurus,yes,no,CHARADRIIFORMES,LC,0.289241238263789,0.912280701754386,57,Yes
Vanellus lugubris,Vanellus_lugubris,yes,no,CHARADRIIFORMES,LC,0.609231125484742,0,0,No
Veniliornis frontalis,Veniliornis_frontalis,no,no,PICIFORMES,LC,0.696890855752385,0,0,No
Veniliornis kirkii,Veniliornis_kirkii,no,no,PICIFORMES,LC,0.622190994305166,0,0,No
Vanellus resplendens,Vanellus_resplendens,no,no,CHARADRIIFORMES,LC,0.366988642237689,0.762962962962963,135,Yes
Vanellus senegallus,Vanellus_senegallus,no,no,CHARADRIIFORMES,LC,0.8126810345246,1,139,Yes
Vanellus spinosus,Vanellus_spinosus,yes,no,CHARADRIIFORMES,LC,0.409198915897491,0.825819672131147,488,Yes
Veniliornis lignarius,Veniliornis_lignarius,no,no,PICIFORMES,LC,0.14243887716436,0,0,No
Veniliornis maculifrons,Veniliornis_maculifrons,no,no,PICIFORMES,LC,0.529389777739925,0,0,No
Veniliornis mixtus,Veniliornis_mixtus,no,no,PICIFORMES,LC,0.43923461888165,0,0,No
Veniliornis nigriceps,Veniliornis_nigriceps,no,no,PICIFORMES,LC,0.360792900454183,0,0,No
Vini australis,Vini_australis,no,no,PSITTACIFORMES,LC,0.709655990191099,0,0,No
Vultur gryphus,Vultur_gryphus,no,no,CATHARTIFORMES,NT,0.819802877558343,0.948275862068966,406,Yes
Xiphidiopicus percussus,Xiphidiopicus_percussus,no,no,PICIFORMES,LC,0.760816990159877,0.971014492753623,69,Yes
Xenoperdix udzungwensis,Xenoperdix_udzungwensis,no,no,GALLIFORMES,EN,0.567788713621748,0,0,No
Zanda funerea,Zanda_funerea,no,no,PSITTACIFORMES,LC,0.466813490630301,0,0,No
Zanclostomus javanicus,Zanclostomus_javanicus,no,no,CUCULIFORMES,LC,0.848195386754982,1,11,Yes
Zanda latirostris,Zanda_latirostris,yes,no,PSITTACIFORMES,EN,0.404200970028488,0,0,No
Pterodroma arminjoniana,Pterodroma_arminjoniana,yes,no,PROCELLARIIFORMES,VU,0.159028712119758,0,0,No
Zanda baudinii,Zanda_baudinii,yes,no,PSITTACIFORMES,EN,0.642706292601878,0,0,No
Zapornia akool,Zapornia_akool,yes,no,GRUIFORMES,LC,0.571655333926377,1,45,Yes
Zenaida macroura,Zenaida_macroura,yes,no,COLUMBIFORMES,LC,0.747632735395278,0.991159057720825,88339,Yes
Zapornia olivieri,Zapornia_olivieri,no,no,GRUIFORMES,EN,0.0883424795862304,0,0,No
Zapornia parva,Zapornia_parva,yes,no,GRUIFORMES,LC,0.321095020657158,0,0,No
Zapornia paykullii,Zapornia_paykullii,yes,no,GRUIFORMES,NT,0.434797087513168,0,0,No
Zentrygon albifacies,Zentrygon_albifacies,no,no,COLUMBIFORMES,LC,0.513379439217521,1,21,Yes
Zapornia tabuensis,Zapornia_tabuensis,no,no,GRUIFORMES,LC,0.265005540267167,0.975609756097561,82,Yes
Zebrilus undulatus,Zebrilus_undulatus,no,no,PELECANIFORMES,NT,0.25839516578687,0,0,No
Zenaida auriculata,Zenaida_auriculata,no,no,COLUMBIFORMES,LC,0.742381270481191,0.982622752071125,4949,Yes
Zenaida aurita,Zenaida_aurita,no,no,COLUMBIFORMES,LC,0.771347340811473,0.934466019417476,824,Yes
Zenaida galapagoensis,Zenaida_galapagoensis,no,no,COLUMBIFORMES,LC,0.0632784379488775,0.625,16,Yes
Zenaida meloda,Zenaida_meloda,no,no,COLUMBIFORMES,LC,0.887555916569743,0.983908045977012,435,Yes
Zentrygon chiriquensis,Zentrygon_chiriquensis,no,no,COLUMBIFORMES,LC,0.775431658850318,0,0,No
Zentrygon carrikeri,Zentrygon_carrikeri,no,no,COLUMBIFORMES,EN,0.89735600944603,0,0,No
Zentrygon frenata,Zentrygon_frenata,no,no,COLUMBIFORMES,LC,0.580187907589112,0.980392156862745,51,Yes
Zentrygon goldmani,Zentrygon_goldmani,no,no,COLUMBIFORMES,NT,0.20989845245414,0,0,No
Zentrygon costaricensis,Zentrygon_costaricensis,no,no,COLUMBIFORMES,LC,0.832276274813409,1,19,Yes
Zentrygon lawrencii,Zentrygon_lawrencii,no,no,COLUMBIFORMES,LC,0.650476109779069,0,0,No
Zentrygon linearis,Zentrygon_linearis,no,no,COLUMBIFORMES,LC,0.546367226395764,1,23,Yes
Zonerodius heliosylus,Zonerodius_heliosylus,no,no,PELECANIFORMES,NT,0.958370607194958,0,0,No
Zoonavena grandidieri,Zoonavena_grandidieri,no,no,CAPRIMULGIFORMES,LC,0.384130718786083,0,0,No
Turdus nigriceps,Turdus_nigriceps,yes,no,PASSERIFORMES,LC,0.3998600673811,0.941176470588235,17,Yes
Zoonavena sylvatica,Zoonavena_sylvatica,no,no,CAPRIMULGIFORMES,LC,0.404972632537676,1,27,Yes
Zoonavena thomensis,Zoonavena_thomensis,no,no,CAPRIMULGIFORMES,LC,0.953698934452515,0,0,No
Zenaida asiatica,Zenaida_asiatica,yes,no,COLUMBIFORMES,LC,0.739629171286948,0.875244208763606,7160,Yes
Acridotheres burmannicus,Acridotheres_burmannicus,no,no,PASSERIFORMES,LC,0.445168056297289,0.952380952380952,21,Yes
Acridotheres grandis,Acridotheres_grandis,no,no,PASSERIFORMES,LC,0.388178872470272,0.958333333333333,456,Yes
Vanellus malabaricus,Vanellus_malabaricus,yes,no,CHARADRIIFORMES,LC,0.220457317598258,0.304615384615385,325,Yes
Acridotheres javanicus,Acridotheres_javanicus,no,no,PASSERIFORMES,VU,0.354464290325983,0,0,No
Acridotheres leucocephalus,Acridotheres_leucocephalus,no,no,PASSERIFORMES,LC,0.458299007288761,0,0,No
Vireolanius mikettae,Vireolanius_mikettae,no,no,PASSERIFORMES,LC,0.436766339743043,0,0,No
Acrocephalus orientalis,Acrocephalus_orientalis,yes,no,PASSERIFORMES,LC,0.29154079051919,0.966386554621849,119,Yes
Acridotheres tricolor,Acridotheres_tricolor,no,no,PASSERIFORMES,CR,0.963212052747132,0,0,No
Aethopyga christinae,Aethopyga_christinae,no,no,PASSERIFORMES,LC,0.631814468429398,0,0,No
Artisornis sousae,Artisornis_sousae,no,no,PASSERIFORMES,EN,0.350654329731388,0,0,No
Aethopyga flagrans,Aethopyga_flagrans,no,no,PASSERIFORMES,LC,0.707479991867814,0,0,No
Aethopyga guimarasensis,Aethopyga_guimarasensis,no,no,PASSERIFORMES,LC,0.624458171136091,0,0,No
Aethopyga latouchii,Aethopyga_latouchii,no,no,PASSERIFORMES,LC,0.620123479710671,0,0,No
Aethopyga mystacalis,Aethopyga_mystacalis,no,no,PASSERIFORMES,LC,0.62453853673689,0,0,No
Aethopyga siparaja,Aethopyga_siparaja,no,no,PASSERIFORMES,LC,0.958091110230531,1,237,Yes
Aethopyga temminckii,Aethopyga_temminckii,no,no,PASSERIFORMES,LC,0.947092822585723,0,0,No
Aethopyga vigorsii,Aethopyga_vigorsii,no,no,PASSERIFORMES,LC,0.957908810653357,1,69,Yes
